#Method,URI Resource Path,Path Parameter,Query Parameter,Encrypted IBS Authorization/Effective UserID,Data Cipher,Secret Cipher,Comments
POST,/IBSLN/v2/accounts/{AcctNbr}/floor-plan-range/{SelKwd}/{KwdLow}/{KwdHi}/rate-changes-pending,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/floor-plan-range/{SelKwd}/{KwdLow}/{KwdHi}/rate-changes-pending/{RelDte}/{SeqNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/floor-plan-range/{SelKwd}/{KwdLow}/{KwdHi}/rate-changes-pending/{RelDte}/{SeqNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/rate-changes-immediate,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/rate-changes-immediate,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/parts/{PartNbr}/{PartSeq}/rate-changes-immediate,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Altered URI Path
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/payments-nonaccrual,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/payments-nonaccrual,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/user-defined-fields,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/user-defined-fields,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/user-defined-fields,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/user-defined-fields,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/commitments/{LNCommtNbr}/user-defined-fields,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/commitments/{LNCommtNbr}/user-defined-fields,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{AcctNbr}/commitments/{LNCommtNbr}/user-defined-fields,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/commitments/{LNCommtNbr}/user-defined-fields,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/payments-chargeoff,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSZ/v2/ping,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDP/v2/simple-dollar-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/cost-of-funds/rates,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/cost-of-funds/rates,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/payment-schedules-list,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/bills/{LNBillDte},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/bills/{LNBillDte},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/bills/{LNBillDte},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/reserves-list,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/reserves/{RsrvNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/reserves/{RsrvNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/reserves/{RsrvNbr},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/companies/{CoNbr}/{Category}/reserve-transactions,CoNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/nonaccruals,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/nonaccruals,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/chargeoffs,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/chargeoffs,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/fees-list,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/coupon-orders,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/coupon-orders,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/coupon-orders,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/coupon-orders,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/participations/{PartNbr}/{PartSeq}/increases,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/payments,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/payments,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{AcctNbr}/payments/{LNDueDte}/{LNBillSeq},AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/payments,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/extensions,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/pins,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/bill-dates,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/bill-dates,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/commitments/{LNCmmtNbr}/commitment-participations,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/deposit-dollar-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/teller-transactions,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSTE/v2/teller-totals/{OrigBrchNbr}/{OrigCashDrwrNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSTE/v2/branch-totals/{OrigBrchNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSTE/v2/branch-totals/{OrigBrchNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/loan-accounts/{LNAcctNbr}/notes/{NoteNbr}/payments,LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/loan-accounts/{LNAcctNbr}/notes/{NoteNbr}/payoffs,LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/loan-accounts/{LNAcctNbr}/notes/{NoteNbr}/increases,LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSTE/v2/deposit-closing-withdrawals/{DPAcctNbr},DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSTE/v2/cd-withdrawals/{DPAcctNbr}/{DPIdNbr},DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/cd-withdrawals,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSTE/v2/safeboxes/{BrnchNbr}/{BoxPrfx}/{BoxNbr},BoxNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/safeboxes/{BrnchNbr}/{BoxPrfx}/{BoxNbr}/payments,BoxNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSTE/v2/savings-retirement-account-withdrawals/{DPAcctNbr},DPAcctNbr,MachineId,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/savings-retirement-account-withdrawals,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCI/v2/self-service-relationships,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/cd-adjustments,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/deposit-account-and-funding,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDP/v2/accounts/{AcctNbr}/auto-closings,AcctNbr,PrevAcctNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSDP/v2/accounts/{AcctNbr}/auto-closings,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/commitments/{LNCmmtNbr}/commitment-participations,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/commitments/{LNCmmtNbr}/commitment-participations,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/loan-accounts/{LNAcctNbr}/payments,LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/deposit-closing-withdrawals,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSFM/v2/external-transfers,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSBC/v2/dp-account-options-list,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSBC/v2/processing-schedules,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTR/v2/transfers/credit-card-payments,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTR/v2/transfers/mortgage-loan-payments,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSZ/v2/racf-user,NA,CurPswrd,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSBC/v2/branches/{BrchNbr}/detail,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSBC/v2/markets/{MktNbr}/deposit-interest-plans/{IntPlnNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSBC/v2/markets/{MktNbr}/deposit-interest-plans/{IntPlnNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSBC/v2/markets/{MktNbr}/deposit-market-rate-schedules/{IntPlnNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSBC/v2/markets/{MktNbr}/deposit-market-rate-schedules/{IntPlnNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSBC/v2/deposit-rate-schedules,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSBC/v2/deposit-rate-schedules/{IntPlnNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSBC/v2/deposit-rate-schedules/{IntPlnNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSBC/v2/index-rates,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSBC/v2/index-rates/{RteNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSBC/v2/index-rates/{RteNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Altered URI Path
GET,/IBSBC/v2/loan-variable-rate-plans,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSBC/v2/loan-note-options,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSBC/v2/markets,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSBC/v2/officers/{OfcrNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSBC/v2/officers,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSBC/v2/officers/{OfcrNbr},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCB/v2/cards-print-data,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v2/cards-print-data,NA,CrdNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v2/cards/{CrdNbr}/negative-file,CrdNbr,CBExpDte|CBShrtNmeLst|CBShrtNmeFrst|CBAvailBal|SavAvailBal|PrfxNbr|PrmyDdaAcctNbr|PrmySavAcctNbr|PrmyCrCrdAcctNbr|AcctNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v2/cards/{CrdNbr}/transactions,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v2/cards/{CrdNbr}/transactions/detail,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v2/cards/{CrdNbr}/history-transactions,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v2/cards/{CrdNbr}/history-transactions/detail,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v2/cards/{CrdNbr}/pending-transactions,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCB/v2/cards/{CrdNbr}/pins,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSII/v2/documents/{EntprsArTyp}/{ArId},ArId,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/escrow-interest-plans,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/escrow-interest-plans,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/escrow-interest-plans,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCB/v2/cards/{CrdNbr}/prepaid-load-transactions,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSCB/v2/cards/{CrdNbr}/prepaid-unload-transactions,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/consumer-internet-banking-accounts/{AcctNbr}/profile,AcctNbr,RepoApplNbr|RepoSubAcctNbr|RepoLNNoteNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/customers/{CustNbr}/accounts/related-customers,CustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/customers/{CustNbr}/maintenance-history-details,CustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/customers/{CustNbr}/maintenance-history,CustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSTE/v2/foreign-currency-rates/{StrtCtryCde},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/loan-accounts/{LNAcctNbr}/notes/{NoteNbr}/receipt-only-payments,LNAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/cd-interest-credits/{DPAcctNbr}/{DPIdNbr},DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTE/v2/deposit-interest-credits/{DPAcctNbr},DPAcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSTE/v2/savings-bond-redemption-tables/{RdmptnYr}/{RdmptnMth},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSCB/v2/cards/{CrdNbr}/cardholder-address,CrdNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSCI/v2/accounts/{ApplCde}/{AcctNbr}/dynamic-profile,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDP/v2/accounts/{AcctNbr}/dynamic-inquiry,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSDP/v2/accounts/dynamic-inquiry/fields,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDP/v2/accounts/dynamic-inquiry/signature,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSDP/v2/check-orders,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/{AcctNbr}/notes/{NoteNbr}/dynamic-inquiry,AcctNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSLN/v2/accounts/notes/dynamic-inquiry/fields,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLN/v2/accounts/notes/dynamic-inquiry/signature,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSLO/v4/loan-boarding,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTR/v2/transfers,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSTR/v2/transfers/certificates-of-deposit,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSTR/v2/transfers/customers/{CustNbr},CustNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSSM/v1/call-requests,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSSM/v1/call-requests,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered1
GET,/IBSSM/v1/call-requests,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSM/v1/call-request-field-information,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSM/v1/sales-request-field-information,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSSM/v1/customers/{IpId}/{MsgId}/notes-requests,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSSM/v1/notes-requests,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSEO/v3/products,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSEO/v3/products-list,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSRE/v2/tax-id/{TaxNbr}/customer-plans,TaxNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSRE/v2/tax-id/customer-plans,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSRE/v2/tax-id/customer-plans,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSRE/v2/tax-id/{TaxNbr}/customer-plans,TaxNbr,CustNme|CustDOB,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSRE/v2/plans/{PlnNbr}/details,PlnNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSRE/v2/plans/{PlnNbr}/accounts-detail,PlnNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSRE/v2/plans/{PlnNbr}/accounts-detail,PlnNbr,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSRE/v2/plans/{PlnNbr}/accounts-detail,PlnNbr,TaxNbr,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSET/v3/users/{UsrId}/change-passwords,UsrId,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSET/v3/users/{UsrId}/reset-passwords,UsrId,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSET/v3/delete-users,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSET/v3/new-users,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSET/v3/users,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSET/v3/multiple-users/status,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSET/v3/users/{UsrId},UsrId,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSET/v3/users/get-details,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSET/v3/users/search-details,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
GET,/IBSET/v3/roles/search-details,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
PUT,/IBSET/v3/users/{UsrId}/roles,UsrId,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSET/v3/users/get-roles,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSET/v3/users/search-roles,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
POST,/IBSET/v3/roles,NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
DELETE,/IBSET/v3/roles/{RoleId},NA,NA,Y,AES/CBC/PKCS5Padding,RSA/ECB/PKCS1Padding,Covered
